totalArea,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,Circularity,Elongation,EulerNumber,Class
0,0,0,0,0,0,0,0,0,1
66,0.92624,9.166996,31.287879,31.545455,0.507692,1.330049,0.769231,1,1
0,0,0,0,0,0,0,0,0,1
7,0.816497,2.985411,32,32,0.777778,0.53007,1,1,1
207,0.904307,16.234549,53.565217,30.647343,0.522727,1.867525,0.818182,1,1
0,0,0,0,0,0,0,0,0,1
1025,0.871574,36.12576,23.118049,17.846829,0.53834,1.925959,0.607143,1,1
0,0,0,0,0,0,0,0,0,1
94,0.89092,10.940042,32.882979,32,0.626667,1.479087,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
1005,0.899137,35.771577,32.393035,27.695522,0.362423,3.612004,0.79661,1,1
18,0.82318,4.787307,31.777778,32.388889,0.75,0.824554,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
230,0.98728,17.112717,41.352174,42.395652,0.240334,2.958323,0.878788,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,30.5,33,1,0,0.5,1,1
491,0.65842,25.003212,37.00611,27.737271,0.497972,2.165982,0.852941,1,1
22,0.754214,5.292567,31.772727,31.636364,0.733333,0.821591,0.833333,1,1
58,0.875856,8.59348,33.396552,30.913793,0.527273,1.366267,0.909091,1,1
0,0,0,0,0,0,0,0,0,1
18,0.825681,4.787307,32.277778,32.055556,0.6,0.854114,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
913,0.902948,34.094981,47.135816,32.662651,0.448649,3.957927,0.672727,0,1
27,0.825055,5.86323,30.592593,34,0.642857,0.8835,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
56,0.698131,8.444016,29.767857,30.660714,0.424242,2.747427,0.916667,1,1
0,0,0,0,0,0,0,0,0,1
318,0.994148,20.121883,27.81761,33.226415,0.210317,4.524818,0.518519,1,1
17,0.707107,4.652426,10.470588,51.882353,0.85,0.77035,0.8,1,1
0,0,0,0,0,0,0,0,0,1
3,0.816497,1.95441,32.666667,31.333333,0.75,0.309208,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
13,0.523557,4.068429,31.615385,31.384615,0.8125,0.642201,1,1,1
0,0,0,0,0,0,0,0,0,1
14,0.629289,4.222008,31.357143,32.214286,0.7,0.696692,0.8,1,1
131,0.93107,12.91489,45.687023,35.442748,0.496212,2.046435,0.458333,1,1
472,0.953322,24.51467,38.834746,26.108051,0.221805,6.043996,0.678571,1,1
125,0.981298,12.615663,26.488,29.424,0.462963,2.444843,0.3,1,1
517,0.76887,25.656673,44.381044,25.738878,0.44188,5.248156,0.769231,0,1
0,0,0,0,0,0,0,0,0,1
707,0.713573,30.003006,45.278642,37.507779,0.597128,4.125055,0.864865,1,1
0,0,0,0,0,0,0,0,0,1
87,0.988698,10.52482,41.597701,29.37931,0.348,2.529929,0.4,1,1
6,0.6742,2.763953,32.166667,32.833333,0.666667,0.516863,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
22,0.55118,5.292567,30.5,31.636364,0.733333,0.821591,0.833333,1,1
107,0.974101,11.672045,34.757009,32.785047,0.49537,2.553179,0.296296,1,1
0,0,0,0,0,0,0,0,0,1
198,0.991873,15.877702,35.641414,34.080808,0.628571,3.424974,0.155556,1,1
38,0.871033,6.955796,32.315789,32.868421,0.76,1.058774,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1189,0.744062,38.908634,40.791421,42.644239,0.530804,3.054897,0.714286,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
167,0.971957,14.581872,31.467066,32.502994,0.662698,2.063061,0.321429,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
208,0.624929,16.273716,33.841346,37.245192,0.684211,1.361872,0.842105,1,1
1356,0.769458,41.551328,45.862094,41.241888,0.616364,5.5783,0.727273,-8,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
76,0.984444,9.836982,31.723684,31.5,0.633333,2.381632,0.208333,1,1
7,0.377964,2.985411,31,31.285714,0.777778,0.53007,1,1,1
8,0.612372,3.191538,32.125,32.125,0.888889,0.546802,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
914,0.580166,34.113647,15.698031,29.165208,0.400877,7.532888,0.701754,1,1
785,0.687379,31.61476,16.966879,33.323567,0.335901,3.848875,0.719298,1,1
595,0.897739,27.524126,32.2,25.065546,0.374214,2.439422,0.566038,1,1
0,0,0,0,0,0,0,0,0,1
30,0.962306,6.180387,36.6,34.566667,0.375,1.329151,0.8,1,1
941,0.515467,34.613847,42.384697,36.900106,0.41934,5.464865,0.862745,1,1
2,1,1.595769,32.5,32,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
38,0.836052,6.955796,30.105263,31.947368,0.844444,0.929779,0.555556,1,1
0,0,0,0,0,0,0,0,0,1
46,0.57169,7.65304,31.5,31.5,0.71875,0.848147,1,1,1
0,0,0,0,0,0,0,0,0,1
9,0.694588,3.385138,31.111111,31.333333,0.75,0.600731,0.75,1,1
0,0,0,0,0,0,0,0,0,1
31,0.875327,6.282549,32.806452,32.032258,0.574074,1.016512,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
15,0.806108,4.370194,34.466667,32.466667,0.6,0.906402,1,1,1
1312,0.858933,40.871632,33.087652,14.016768,0.641251,1.949843,0.532258,0,1
297,0.977707,19.446134,17.909091,28.976431,0.634615,2.28186,0.307692,1,1
0,0,0,0,0,0,0,0,0,1
16,0.57735,4.513517,33.5,32,0.8,0.675823,0.8,1,1
0,0,0,0,0,0,0,0,0,1
688,0.787893,29.597108,26.994186,43.484012,0.592593,4.042668,0.627907,0,1
68,0.893719,9.304853,40.147059,27.705882,0.444444,1.799475,0.529412,1,1
7,0.377964,2.985411,31.285714,32,0.777778,0.53007,1,1,1
0,0,0,0,0,0,0,0,0,1
26,0.958173,5.753627,27.576923,28.653846,0.433333,1.444951,0.6,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
33,0.954853,6.482045,31.212121,30.515152,0.407407,1.474523,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
675,0.807839,29.316151,25.952593,42.182222,0.618132,2.864704,0.717949,1,1
56,0.727017,8.444016,31.428571,30.125,0.777778,0.953201,0.888889,1,1
648,0.552292,28.723844,23.912037,9.949074,0.478936,2.134586,0.804878,1,1
0,0,0,0,0,0,0,0,0,1
17,0.625943,4.652426,28.882353,58.588235,0.85,0.701603,0.8,1,1
0,0,0,0,0,0,0,0,0,1
370,0.968255,21.704807,36.956757,25.362162,0.25641,3.191583,0.948718,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
472,0.993369,24.51467,33.440678,29.834746,0.165614,4.230992,0.877193,1,1
74,0.954833,9.706685,32.486486,31.851351,0.556391,2.158216,0.368421,1,1
176,0.98187,14.969641,43.403409,40.142045,0.250712,2.732548,0.962963,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
65,0.982108,9.097284,48.907692,20.076923,0.361111,2.160237,0.555556,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
6,0.6742,2.763953,30.833333,33.166667,0.666667,0.516863,1,1,1
28,0.93449,5.970821,31.392857,30.607143,0.518519,1.241377,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
60,0.986015,8.740387,49.9,20.45,0.271493,1.881341,0.764706,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
799,0.803195,31.895429,34.445557,26.513141,0.548387,4.116262,0.659574,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
36,0.543906,6.770275,32.611111,32.138889,0.857143,0.803966,0.857143,1,1
847,0.885927,32.839517,26.990555,25.345927,0.350145,5.194563,0.694915,1,1
24,0.584987,5.527906,31.875,32.666667,0.8,0.753125,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
23,0.79771,5.411516,31.347826,28.347826,0.821429,0.848147,0.571429,1,1
41,0.986803,7.225152,45.780488,44.585366,0.366071,1.687395,0.4375,1,1
160,0.874019,14.272993,32.06875,40.3875,0.416667,2.286213,0.666667,1,1
8,0.918559,3.191538,31.375,31,0.8,0.704251,0.4,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
15,0.880257,4.370194,32.266667,32.533333,0.625,0.746721,0.666667,1,1
1465,0.770563,43.189072,22.632082,36.044369,0.394666,3.539838,0.90625,1,1
102,0.937965,11.396071,34.843137,28.676471,0.453333,1.529991,1,1,1
1403,0.485744,42.265294,33.486101,35.166785,0.39858,3.052738,0.859375,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
409,0.931437,22.820056,47.98533,35.9511,0.388414,2.746512,0.692308,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
548,0.862044,26.414679,16.031022,35.459854,0.569647,3.375726,0.702703,1,1
3,0.816497,1.95441,32.333333,31.666667,0.75,0.309208,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
11,0.755929,3.74241,31,32,0.733333,0.674635,0.6,1,1
0,0,0,0,0,0,0,0,0,1
8,0.816497,3.191538,31.5,32.5,0.5,0.31831,1,1,1
40,0.629724,7.136496,31.5,30.8,0.833333,0.834861,0.75,1,1
29,0.802877,6.076508,28.448276,29.172414,0.690476,0.937658,0.857143,1,1
736,0.561441,30.612159,13.84375,44.29212,0.555053,3.887188,0.871795,-1,1
33,0.611382,6.482045,32.727273,31.454545,0.785714,0.877054,0.857143,1,1
52,0.99241,8.136858,34.807692,27.980769,0.203125,1.065353,1,1,1
20,0.823218,5.046265,31.45,33.05,0.555556,0.834861,1,1,1
962,0.898345,34.997949,23.431393,36.475052,0.409014,2.553088,0.75,1,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,32,31.5,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
650,0.925556,28.768137,26.586154,21.816923,0.512214,1.745273,0.574468,1,1
1226,0.50214,39.509387,32.075856,33.83279,0.352299,6.402879,0.966667,1,1
66,0.975318,9.166996,38.393939,30.969697,0.434211,2.269452,0.421053,1,1
1318,0.581103,40.964982,29.509863,34.566009,0.379062,3.755958,0.934426,0,1
0,0,0,0,0,0,0,0,0,1
234,0.78451,17.260882,18.837607,9.307692,0.423913,2.384742,0.958333,1,1
92,0.961063,10.823033,33.347826,31.771739,0.306667,2.296522,0.75,1,1
6,0.960659,2.763953,32,32.5,0.5,0.545665,0.75,1,1
0,0,0,0,0,0,0,0,0,1
95,0.997756,10.99808,28.610526,29.905263,0.296875,5.051567,0.2,1,1
79,0.980545,10.029253,26.075949,35.341772,0.329167,2.100347,0.6,1,1
10,0.616441,3.568248,32.3,31.7,0.625,0.654797,1,1,1
1224,0.905662,39.477148,31.726307,19.704248,0.431746,2.64091,0.714286,1,1
334,0.87445,20.621882,36.377246,34.209581,0.386574,2.925572,0.666667,1,1
41,0.93426,7.225152,27.560976,30.780488,0.569444,1.326442,0.5,1,1
994,0.672449,35.575274,28.163984,27.644869,0.38587,4.91312,0.821429,1,1
27,0.91423,5.86323,33.407407,30.851852,0.5625,1.099405,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
235,0.766173,17.297725,44.876596,43.859574,0.534091,1.935275,0.909091,1,1
44,0.796275,7.484821,32.659091,32.295455,0.733333,1.033035,0.6,1,1
353,0.94047,21.20032,37.402266,28.016997,0.227742,5.451251,0.62,1,1
0,0,0,0,0,0,0,0,0,1
50,0.978306,7.978846,27.22,37.44,0.274725,1.609336,0.928571,1,1
203,0.992784,16.076928,30.674877,31.408867,0.501235,3.678521,0.2,1,1
0,0,0,0,0,0,0,0,0,1
405,0.944255,22.708193,45.207407,16.518519,0.290531,3.324895,0.829268,1,1
17,0.951298,4.652426,32.647059,30.823529,0.485714,0.433322,0.714286,1,1
0,0,0,0,0,0,0,0,0,1
698,0.947363,29.811427,20.713467,29.654728,0.419471,2.316342,0.615385,0,1
108,0.966078,11.72646,30.407407,33.203704,0.334365,1.987875,0.894737,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
56,0.960816,8.444016,32.339286,31.571429,0.333333,1.902706,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,32,32.5,1,0,0.5,1,1
10,0.612372,3.568248,30.8,31,0.833333,0.620236,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
343,0.979069,20.897875,43.918367,35.399417,0.272222,3.556793,0.714286,0,1
0,0,0,0,0,0,0,0,0,1
736,0.887733,30.612159,30.025815,35.389946,0.378017,4.032889,0.559322,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
6,0.790569,2.763953,48,33.5,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
13,0.784101,4.068429,30.307692,31,0.866667,0.717757,0.6,1,1
311,0.963702,19.899183,33.778135,30.395498,0.353409,3.382947,0.454545,1,1
85,0.965695,10.403142,26.411765,28.611765,0.472222,1.748252,0.555556,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
656,0.723985,28.900608,27.827744,19.797256,0.259289,5.445973,0.836364,1,1
495,0.990612,25.104852,33.870707,32.828283,0.368304,4.077277,0.328125,1,1
1591,0.718164,45.008045,30.094909,27.774984,0.414323,5.496259,0.9375,0,1
2,1,1.595769,31.5,33,1,0,0.5,1,1
693,0.360843,29.704461,21.324675,37.103896,0.471429,2.836242,0.833333,1,1
17,0.930949,4.652426,34,32,0.809524,0.721406,0.428571,1,1
1511,0.762857,43.861885,23.706817,26.125745,0.466358,3.473885,0.9,0,1
0,0,0,0,0,0,0,0,0,1
748,0.860076,30.860706,23.419786,18.917112,0.415556,3.790296,0.72,1,1
22,0.537319,5.292567,31.5,32.272727,0.733333,0.758964,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
986,0.751774,35.431825,24.20284,24.927992,0.474038,3.506875,0.769231,0,1
6,0.790569,2.763953,32,31.5,1,0.477465,0.666667,1,1
133,0.972395,13.013103,41.06015,39.639098,0.25,2.601664,0.678571,1,1
0,0,0,0,0,0,0,0,0,1
47,0.868297,7.735778,33.191489,33.680851,0.47,1.421039,1,1,1
0,0,0,0,0,0,0,0,0,1
445,0.93948,23.803185,30.669663,24,0.471898,2.066458,0.560976,1,1
10,0.612372,3.568248,31.8,31,0.833333,0.620236,0.75,1,1
0,0,0,0,0,0,0,0,0,1
153,0.49452,13.957279,47.48366,38.862745,0.53125,1.532663,0.888889,1,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,31.5,32,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
16,0.9759,4.513517,31.5,31.5,1,1.27324,0.25,1,1
14,0.757779,4.222008,31.071429,33.571429,0.7,0.881015,0.8,1,1
139,0.903092,13.303394,35.81295,24.266187,0.308889,3.747985,0.72,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
12,0.80905,3.90882,32.5,32.5,0.75,0.838196,1,1,1
950,0.83495,34.778982,20.191579,18.632632,0.503445,3.118682,0.72549,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,62.5,59.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
433,0.949962,23.480049,26.598152,27.729792,0.242441,3.984186,0.808511,1,1
0,0,0,0,0,0,0,0,0,1
22,0.537319,5.292567,32.5,31.272727,0.733333,0.758964,0.833333,1,1
2,1,1.595769,32,31.5,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
100,0.931408,11.283792,31.29,32.09,0.2849,3.591203,0.481481,1,1
84,0.988748,10.341766,38.119048,39.416667,0.235294,2.867007,0.809524,1,1
34,0.816794,6.579525,31.852941,32.176471,0.708333,0.92682,0.75,1,1
58,0.812992,8.59348,33.155172,30.672414,0.644444,1.295473,0.9,1,1
13,0.848528,4.068429,30.230769,31.846154,0.866667,0.637752,0.6,1,1
0,0,0,0,0,0,0,0,0,1
44,0.831305,7.484821,32,31.704545,0.733333,0.997537,0.6,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
170,0.970115,14.712264,42.747059,16.047059,0.62963,2.485647,0.3,1,1
2,1,1.595769,32,31.5,1,0,0.5,1,1
399,0.966268,22.539356,36.117794,23.390977,0.285,2.608692,0.875,1,1
0,0,0,0,0,0,0,0,0,1
38,0.93561,6.955796,33.289474,31.552632,0.633333,1.213381,0.416667,1,1
161,0.859211,14.317527,42.534161,30.279503,0.31384,3.712721,0.703704,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
132,0.954995,12.96409,38.575758,35.560606,0.545455,1.854005,0.5,1,1
0,0,0,0,0,0,0,0,0,1
11,0.951868,3.74241,34.272727,33.545455,0.916667,0.908625,0.333333,1,1
46,0.975903,7.65304,51.086957,21.108696,0.348485,1.685423,0.916667,1,1
0,0,0,0,0,0,0,0,0,1
63,0.833304,8.956232,30.746032,33.396825,0.65625,1.103446,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,32.5,32,1,0,0.5,1,1
13,0.648751,4.068429,32.384615,31.076923,0.65,0.750284,0.8,1,1
166,0.814362,14.538149,38.39759,34.903614,0.526984,2.560032,0.714286,1,1
49,0.968597,7.898654,32.285714,31.816327,0.408333,1.810052,0.533333,1,1
17,0.707107,4.652426,32,31,0.68,0.729689,1,1,1
212,0.750499,16.429449,33.089623,33.075472,0.6625,1.140139,0.8,1,1
69,0.995378,9.373021,44.811594,29.449275,0.224026,3.307981,0.392857,1,1
1621,0.818973,45.430401,25.652684,16.476249,0.654157,3.56845,0.711864,0,1
4,0,2.256758,31.5,31.5,1,0.31831,1,1,1
1969,0.765841,50.070038,27.941087,31.471305,0.51276,3.990214,0.9375,-1,1
65,0.84519,9.097284,31.969231,30.861538,0.77381,1.094472,0.583333,1,1
372,0.99358,21.763389,30.672043,32.043011,0.1488,3.988769,1,1,1
0,0,0,0,0,0,0,0,0,1
370,0.894805,21.704807,51.813514,20.872973,0.397849,3.522827,0.967742,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
22,0.945395,5.292567,31.409091,30.363636,0.611111,1.231256,0.444444,1,1
9,0.694588,3.385138,31.888889,31.333333,0.75,0.600731,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
5,0.816497,2.523133,30.6,33.8,0.833333,0.431532,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
54,0.963538,8.29186,28.111111,34.259259,0.276923,1.969346,0.866667,1,1
24,0.584987,5.527906,31.666667,32.125,0.8,0.753125,0.833333,1,1
30,0.752392,6.180387,31.8,31.733333,0.714286,0.849866,0.857143,1,1
93,0.964996,10.881695,31.784946,31.204301,0.492063,1.904496,0.428571,1,1
0,0,0,0,0,0,0,0,0,1
35,0.855196,6.675581,31.514286,32.428571,0.729167,0.954127,0.75,1,1
196,0.947252,15.797308,40.591837,28.862245,0.4,3.28436,0.4,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
516,0.884882,25.631847,36.054264,34.848837,0.511905,1.641026,0.777778,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
333,0.823458,20.590988,31.618619,50.873874,0.346154,4.071421,0.702703,1,1
6,0.6742,2.763953,32.166667,32.166667,0.666667,0.516863,1,1,1
210,0.984025,16.351768,18.52381,35.219048,0.325581,3.821789,0.348837,1,1
180,0.98633,15.138795,29.727778,47.211111,0.714286,2.781084,0.194444,1,1
0,0,0,0,0,0,0,0,0,1
6,0.912871,2.763953,31.5,31.5,0.75,0.545665,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
48,0.628369,7.81764,29.4375,30.25,0.75,0.901097,1,1,1
27,0.858037,5.86323,31.481481,32.148148,0.84375,0.918868,0.5,1,1
0,0,0,0,0,0,0,0,0,1
27,0.976756,5.86323,52.592593,28.222222,0.385714,1.119025,0.7,1,1
2,1,1.595769,31,32.5,1,0,0.5,1,1
16,0.860138,4.513517,32,32.1875,0.888889,0.818497,0.5,1,1
13,0.830708,4.068429,30.615385,31.846154,0.65,0.750284,0.8,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
11,0.49793,3.74241,34.545455,31.363636,0.6875,0.674635,1,1,1
0,0,0,0,0,0,0,0,0,1
1277,0.784484,40.322784,32.56852,28.620987,0.349098,3.522482,0.951613,1,1
247,0.9619,17.733871,30.854251,23.234818,0.311869,4.518458,0.409091,1,1
354,0.992871,21.230327,29.070621,35.370056,0.167614,4.090487,0.916667,1,1
750,0.958695,30.901936,30.982667,35.321333,0.423729,4.488676,0.508475,1,1
0,0,0,0,0,0,0,0,0,1
21,0.687488,5.170883,32.285714,32.095238,0.7,0.795105,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
8,0.57735,3.191538,31.5,32,0.666667,0.583178,0.75,1,1
0,0,0,0,0,0,0,0,0,1
338,0.992963,20.744999,34.047337,37.476331,0.178836,3.917589,0.933333,1,1
4,0,2.256758,46.5,55.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
325,0.978117,20.342145,23.006154,33.993846,0.223829,3.221918,0.75,1,1
176,0.970671,14.969641,38.352273,31.017045,0.190476,4.648656,0.848485,1,1
26,0.544059,5.753627,32.5,32,0.866667,0.750284,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
353,0.986388,21.20032,30.127479,38.050992,0.216034,3.260683,0.883721,1,1
0,0,0,0,0,0,0,0,0,1
1022,0.840971,36.072854,23.988258,33.85225,0.336406,4.677689,0.790323,1,1
531,0.823061,26.001735,40.920904,41.33145,0.474107,4.332295,0.7,0,1
435,0.976784,23.534213,38.034483,29.94023,0.287698,2.63536,0.857143,1,1
473,0.975968,24.540626,25.295983,31.38055,0.265432,2.994061,0.611111,1,1
0,0,0,0,0,0,0,0,0,1
28,0.910259,5.970821,30.5,31.071429,0.622222,1.033671,0.555556,1,1
727,0.844861,30.424417,38.154058,31.492435,0.332875,4.75433,0.696429,1,1
32,0.902318,6.383076,31.34375,31.875,0.592593,1.068444,0.666667,1,1
61,0.970231,8.812923,32.344262,35.311475,0.564815,1.799675,0.333333,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
50,0.98183,7.978846,40.12,41.56,0.347222,1.969492,0.5625,1,1
32,0.868522,6.383076,30.34375,30.5625,0.571429,0.984746,0.875,1,1
0,0,0,0,0,0,0,0,0,1
22,0.90456,5.292567,33.090909,30.136364,0.52381,0.914396,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
91,0.607085,10.764051,32.725275,32.505495,0.636364,1.120702,0.846154,1,1
7,0.816497,2.985411,36,23,0.777778,0.53007,1,1,1
0,0,0,0,0,0,0,0,0,1
4,0.790569,2.256758,31,32.75,0.666667,0.424876,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
486,0.884714,24.875579,44.100823,19.502058,0.395122,2.211851,0.731707,1,1
141,0.976745,13.39876,40.340426,32.070922,0.335714,2.690253,0.466667,1,1
115,0.966906,12.100518,37.008696,36.182609,0.375817,1.866874,0.944444,1,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,31,31.5,1,0,0.5,1,1
524,0.963236,25.82978,23.839695,29.807252,0.510721,2.671563,0.315789,1,1
951,0.741624,34.797282,25.445846,40.57939,0.404681,4.213964,0.94,1,1
268,0.950026,18.472363,31.764925,25.962687,0.228085,4.191505,0.531915,1,1
0,0,0,0,0,0,0,0,0,1
191,0.993397,15.59451,37.439791,33.115183,0.19332,3.877249,0.684211,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
51,0.603784,8.058239,30.686275,31.254902,0.809524,0.891246,0.777778,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
59,0.982222,8.667245,35.338983,34.508475,0.204861,2.736317,0.888889,1,1
14,0.81654,4.222008,32.142857,31.071429,0.933333,0.740549,0.6,1,1
6,0.790569,2.763953,32,32.5,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
36,0.701496,6.770275,34.833333,35.75,0.5,1.222904,0.888889,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
101,0.787134,11.34007,35.168317,32.693069,0.801587,1.096997,0.642857,1,1
996,0.906983,35.611046,34.295181,27.77008,0.329256,3.88789,1,0,1
0,0,0,0,0,0,0,0,0,1
1387,0.693858,42.023603,32.026676,46.16943,0.592735,1.739544,0.65,1,1
0,0,0,0,0,0,0,0,0,1
81,0.985409,10.155413,26.530864,26.049383,0.250774,2.611994,0.894737,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
20,0.392953,5.046265,32.05,32.1,0.8,0.742098,1,1,1
336,0.988342,20.683532,30.35119,25.860119,0.190584,3.657318,0.953488,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
271,0.957806,18.575465,30.494465,31.789668,0.268849,3.384679,0.571429,1,1
274,0.940013,18.677999,32.390511,29.346715,0.362434,2.875171,0.583333,1,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,31.5,31.5,1,0.31831,1,1,1
1163,0.735264,38.480873,30.55546,22.323302,0.313308,5.012245,0.90625,1,1
57,0.991063,8.519076,19.22807,25.192982,0.208791,2.573587,0.619048,1,1
