totalArea,Ecc,EquivlentDiameter,weightedX,weightedY,Rectangularity,Circularity,Elongation,EulerNumber,Class
2,1,1.595769,31.5,31,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
23,0.815519,5.411516,32.26087,32.217391,0.657143,0.874639,0.714286,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
269,0.953444,18.506794,39.275093,31.918216,0.395588,2.158848,0.588235,1,1
0,0,0,0,0,0,0,0,0,1
622,0.901898,28.141695,45.382637,15.369775,0.441761,2.761522,0.727273,-1,1
4,0,2.256758,53.5,50.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1171,0.65458,38.612997,35.596926,36.113578,0.417023,5.395178,0.962963,1,1
0,0,0,0,0,0,0,0,0,1
1025,0.552545,36.12576,31.077073,17.82439,0.311929,8.058912,0.854839,0,1
0,0,0,0,0,0,0,0,0,1
7,0.377964,2.985411,32.285714,31,0.777778,0.53007,1,1,1
603,0.759259,27.708545,38.419569,21.757877,0.554228,1.654913,0.941176,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
571,0.93741,26.963304,28.838879,19.910683,0.477425,2.133905,0.442308,1,1
121,0.815931,12.412171,39.975207,33.132231,0.55,2.62797,0.55,1,1
463,0.975745,24.279825,21,18.228942,0.334055,2.658417,0.785714,1,1
1027,0.888597,36.160987,41.898734,35.174294,0.412284,3.897393,0.886792,-1,1
0,0,0,0,0,0,0,0,0,1
8,0.894427,3.191538,31.5,31.5,1,0.63662,0.5,1,1
0,0,0,0,0,0,0,0,0,1
23,0.981332,5.411516,32.478261,32.652174,0.2875,1.037152,0.8,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
137,0.971012,13.20734,33.868613,27.379562,0.297826,2.374817,0.869565,1,1
0,0,0,0,0,0,0,0,0,1
9,0.694588,3.385138,31.666667,31.888889,0.75,0.600731,0.75,1,1
156,0.578653,14.093451,34.333333,32.987179,0.541667,1.439005,0.888889,1,1
0,0,0,0,0,0,0,0,0,1
491,0.929257,25.003212,46.06721,36.366599,0.380031,4.13038,0.894737,1,1
0,0,0,0,0,0,0,0,0,1
470,0.959544,24.462677,38.985106,30.706383,0.354449,2.150911,0.871795,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
39,0.985903,7.046726,35.538462,35.051282,0.253247,0.552133,0.785714,1,1
15,0.821501,4.370194,29.6,29.466667,0.625,0.826981,0.666667,1,1
1184,0.876251,38.826738,33.896115,27.170608,0.329255,5.153307,0.935484,0,1
29,0.893812,6.076508,32.586207,31.172414,0.604167,1.023584,0.75,1,1
10,0.791741,3.568248,31.8,32.3,0.833333,0.536007,0.75,1,1
5,0,2.523133,32,30,0.555556,0.509296,1,1,1
10,0.934337,3.568248,32,32.1,0.666667,0.795775,0.6,1,1
34,0.647727,6.579525,31.764706,31.823529,0.809524,0.851258,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
192,0.988073,15.63528,43.859375,24.145833,0.207568,3.837676,0.675676,1,1
26,0.544059,5.753627,31,30.5,0.866667,0.750284,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
30,0.916448,6.180387,30.4,32.6,0.555556,0.926827,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
352,0.980547,21.17027,27.818182,27.286932,0.230065,3.059468,0.755556,1,1
0,0,0,0,0,0,0,0,0,1
1143,0.794549,38.148562,29.334208,27.810149,0.352234,11.622216,0.932203,-4,1
16,0.740971,4.513517,31,33.125,0.64,0.775295,1,1,1
0,0,0,0,0,0,0,0,0,1
10,0.612372,3.568248,31.2,32,0.833333,0.620236,0.75,1,1
21,0.826683,5.170883,31.285714,31.666667,0.75,0.860714,0.571429,1,1
0,0,0,0,0,0,0,0,0,1
78,0.285845,9.965575,31.576923,31.794872,0.78,0.926923,1,1,1
0,0,0,0,0,0,0,0,0,1
26,0.935548,5.753627,34.423077,36.115385,0.481481,1.288861,0.666667,1,1
105,0.661539,11.562446,31.542857,32.285714,0.681818,1.04953,0.785714,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
8,0.57735,3.191538,30,35.5,0.666667,0.583178,0.75,1,1
18,0.976663,4.787307,32.833333,28,0.666667,1.432394,0.333333,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
63,0.86672,8.956232,37.460317,34.444444,0.538462,1.302082,0.692308,1,1
5,0,2.523133,32,32,0.555556,0.509296,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1380,0.877212,41.917426,45.31087,32.750725,0.517629,3.508162,0.693548,1,1
14,0.829925,4.222008,31.785714,31.214286,0.56,0.804858,1,1,1
2,1,1.595769,32,31.5,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
455,0.809177,24.06915,45.127473,29.351648,0.407706,2.760781,0.861111,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
157,0.997139,14.13855,34.356688,27.394904,0.14221,5.622906,0.521739,1,1
0,0,0,0,0,0,0,0,0,1
986,0.811147,35.431825,22.433063,51.318458,0.457328,3.362832,0.897959,1,1
21,0.845343,5.170883,32.47619,32.380952,0.583333,0.888652,1,1,1
0,0,0,0,0,0,0,0,0,1
6,0.6742,2.763953,31.833333,32.166667,0.666667,0.516863,1,1,1
0,0,0,0,0,0,0,0,0,1
43,0.935276,7.399277,23.348837,35.55814,0.597222,1.380648,0.5,1,1
2,1,1.595769,32,32.5,1,0,0.5,1,1
185,0.857524,15.347616,31.648649,30.237838,0.67029,1.619284,0.521739,1,1
0,0,0,0,0,0,0,0,0,1
250,0.972013,17.841241,36.06,21.5,0.42517,4.451311,0.333333,1,1
6,0.790569,2.763953,29,32.5,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
17,0.799258,4.652426,31.882353,32,0.68,0.799767,1,1,1
6,0.790569,2.763953,30,33.5,1,0.477465,0.666667,1,1
2,1,1.595769,33,31.5,1,0,0.5,1,1
3,0.816497,1.95441,32.666667,31.333333,0.75,0.309208,1,1,1
0,0,0,0,0,0,0,0,0,1
1454,0.756793,43.026623,48.504814,33.734525,0.488575,2.464336,0.774194,1,1
6,0.925274,2.763953,43.166667,0.333333,0.75,0.331573,0.5,1,1
0,0,0,0,0,0,0,0,0,1
764,0.843684,31.189021,19.41623,24.017016,0.648557,2.124326,0.815789,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
6,0.870388,2.763953,32,31.166667,0.666667,0.510996,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1576,0.756917,44.795374,23.32297,22.860406,0.536054,4.167181,0.816667,0,1
6,0.790569,2.763953,52,53.5,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
255,0.956957,18.01877,38.552941,29.635294,0.482955,1.879104,0.484848,1,1
6,0.790569,2.763953,32,31.5,1,0.477465,0.666667,1,1
873,0.521933,33.339738,18.560137,41.87858,0.489076,2.79331,0.686275,1,1
24,0.969574,5.527906,31.833333,30.708333,0.380952,1.565364,0.777778,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
19,0.838699,4.918491,31,32,0.542857,1.004326,0.714286,1,1
426,0.873017,23.289484,29.899061,26.286385,0.230395,4.885294,1,1,1
9,0.694588,3.385138,32.111111,32.333333,0.75,0.600731,0.75,1,1
0,0,0,0,0,0,0,0,0,1
173,0.992034,14.841511,37.907514,30.774566,0.246088,3.647453,0.513514,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1583,0.434826,44.894746,26.125711,23.003159,0.447175,4.755309,0.983333,1,1
15,0.734389,4.370194,32.733333,34.933333,0.75,0.720878,0.8,1,1
756,0.509153,31.025298,19.152116,34.988095,0.523909,1.741081,0.948718,1,1
5,0.816497,2.523133,31.6,32.2,0.833333,0.431532,0.666667,1,1
1093,0.777155,37.304836,41.111619,19.914913,0.635465,1.910326,0.930233,1,1
24,0.962929,5.527906,34.25,35.083333,0.8,1.078542,0.3,1,1
0,0,0,0,0,0,0,0,0,1
1096,0.902738,37.355997,24.395073,21.971715,0.562917,1.95004,0.559322,1,1
20,0.917268,5.046265,31.5,32.35,0.625,1.081317,0.5,1,1
73,0.513101,9.640876,32.205479,33.616438,0.737374,0.952289,0.818182,1,1
1091,0.786252,37.27069,28.048579,26.608616,0.370584,3.254676,0.71875,1,1
570,0.896932,26.939683,29.877193,26.610526,0.37013,3.601317,0.509091,1,1
3,0.816497,1.95441,31.666667,32.333333,0.75,0.309208,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
22,0.827607,5.292567,57.409091,29.590909,0.611111,0.983015,1,1,1
1870,0.809464,48.795061,35.004813,25.865775,0.63519,2.393621,0.71875,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
16,0.57735,4.513517,32,32.5,0.8,0.675823,0.8,1,1
262,0.754351,18.264412,27.793893,17.339695,0.311905,5.091128,0.933333,1,1
14,0.58075,4.222008,32.357143,30.428571,0.7,0.718454,0.8,1,1
236,0.811461,17.33449,38.851695,53.508475,0.495798,3.059512,0.607143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
409,0.917415,22.820056,33.134474,16.361858,0.302963,4.163881,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
171,0.839268,14.755472,31.976608,33.216374,0.413043,2.40851,0.782609,1,1
12,0.68313,3.90882,32.5,32,1,0.663146,0.75,1,1
17,0.799258,4.652426,29.882353,33,0.68,0.799767,1,1,1
38,0.511237,6.955796,32.5,33,0.904762,0.80916,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
11,0.755929,3.74241,31,32,0.733333,0.674635,0.6,1,1
0,0,0,0,0,0,0,0,0,1
16,0.57735,4.513517,32,32.5,0.8,0.675823,0.8,1,1
4,0,2.256758,33.5,29.5,1,0.31831,1,1,1
724,0.706108,30.361578,33.150552,45.678177,0.437198,2.325877,0.782609,1,1
32,0.571559,6.383076,31.96875,31.3125,0.666667,0.927623,0.75,1,1
6,0.790569,2.763953,31.5,32,1,0.477465,0.666667,1,1
125,0.99338,12.615663,29.792,23.256,0.260417,4.559343,0.3,1,1
0,0,0,0,0,0,0,0,0,1
8,0.81241,3.191538,31.25,32.375,0.666667,0.492373,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
51,0.994041,8.058239,27.607843,32.215686,0.463636,2.479596,0.227273,1,1
4,0,2.256758,56.5,54.5,1,0.31831,1,1,1
780,0.658812,31.513915,14.357692,32.264103,0.357143,5.450481,0.696429,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
8,0.612372,3.191538,30.875,33.875,0.888889,0.546802,1,1,1
10,0.790569,3.568248,31,32.5,0.833333,0.620236,0.75,1,1
0,0,0,0,0,0,0,0,0,1
41,0.897772,7.225152,34.926829,33.219512,0.585714,1.186811,0.7,1,1
0,0,0,0,0,0,0,0,0,1
209,0.988981,16.312788,44.090909,37.148325,0.223291,4.171386,0.615385,1,1
0,0,0,0,0,0,0,0,0,1
99,0.736634,11.227231,23.848485,32.727273,0.5625,1.404386,0.6875,1,1
0,0,0,0,0,0,0,0,0,1
691,0.748418,29.661566,33.986975,47.908828,0.361591,5.018508,0.795918,0,1
9,0.694588,3.385138,31.666667,32.111111,0.75,0.600731,0.75,1,1
66,0.968258,9.166996,52.333333,25.393939,0.390533,1.691552,1,1,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,32,30.5,1,0,0.5,1,1
1673,0.47421,46.153329,27.075314,26.888225,0.553241,3.445569,0.964286,0,1
0,0,0,0,0,0,0,0,0,1
24,0.923933,5.527906,31.666667,31.291667,0.5,1.162942,0.75,1,1
1927,0.661723,49.533147,35.045148,36.197198,0.683333,2.809322,0.783333,0,1
0,0,0,0,0,0,0,0,0,1
943,0.853996,34.650612,44.027572,30.185578,0.43617,3.134133,0.978723,0,1
23,0.903895,5.411516,31.217391,31.217391,0.410714,1.087372,0.875,1,1
0,0,0,0,0,0,0,0,0,1
1160,0.793668,38.43121,28.843103,26.464655,0.457233,4.18533,0.728814,0,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,34.5,62.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
10,0.790569,3.568248,32.5,32,0.833333,0.620236,0.75,1,1
0,0,0,0,0,0,0,0,0,1
83,0.950236,10.280023,28.542169,19.771084,0.359307,2.32207,0.52381,1,1
138,0.967505,13.255454,20.971014,30.07971,0.475862,2.848573,0.344828,1,1
43,0.941305,7.399277,35.209302,31.069767,0.438776,1.907701,0.5,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
30,0.942597,6.180387,32.566667,35.033333,0.545455,1.316522,0.454545,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
28,0.620174,5.970821,32.5,32.5,0.777778,0.772369,1,1,1
0,0,0,0,0,0,0,0,0,1
4,0.790569,2.256758,31.25,30,0.666667,0.424876,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
22,0.859424,5.292567,32.772727,33,0.611111,0.914396,1,1,1
0,0,0,0,0,0,0,0,0,1
316,0.94247,20.058507,32.129747,19.803797,0.25817,3.646039,0.944444,1,1
49,0.911808,7.898654,30.816327,31.265306,0.510417,1.418717,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,62.5,23.5,1,0.31831,1,1,1
159,0.993081,14.22832,46.176101,35.559748,0.283929,3.625615,0.457143,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
759,0.860729,31.086795,22.58498,23.1278,0.37988,2.729117,0.685185,1,1
16,0.940941,4.513517,32.5,32.8125,0.533333,0.521788,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,31.5,30,1,0,0.5,1,1
10,0.948326,3.568248,33.5,34.7,0.5,0.834861,0.8,1,1
20,0.910338,5.046265,32,32.5,0.714286,0.975369,0.571429,1,1
0,0,0,0,0,0,0,0,0,1
9,0.860663,3.385138,58.888889,33.555556,0.75,0.51358,0.75,1,1
948,0.810111,34.742353,34.116034,28.991561,0.358277,5.88308,0.666667,1,1
59,0.98076,8.667245,32.423729,31.966102,0.315508,2.118018,0.647059,1,1
19,0.893539,4.918491,32.578947,29.842105,0.678571,0.951316,0.571429,1,1
31,0.838036,6.282549,32.193548,31.806452,0.632653,0.900342,1,1,1
843,0.66784,32.761882,43.510083,35.207592,0.344363,2.798079,0.941176,1,1
10,0.616441,3.568248,31.7,32.7,0.625,0.654797,1,1,1
0,0,0,0,0,0,0,0,0,1
24,0.584987,5.527906,31.333333,31.875,0.8,0.753125,0.833333,1,1
163,0.953448,14.406181,34.447853,35.680982,0.308712,2.609685,0.484848,1,1
282,0.931984,18.948708,33.453901,33.808511,0.391667,2.551227,0.8,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
38,0.808493,6.955796,31.342105,30.184211,0.678571,1.004326,0.875,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
763,0.554081,31.168602,40.923984,43.737877,0.514845,2.797671,0.974359,1,1
0,0,0,0,0,0,0,0,0,1
295,0.993374,19.380549,23.501695,33.627119,0.246656,4.264969,0.442308,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
177,0.886014,15.012108,38.316384,37.016949,0.468254,2.085802,0.857143,1,1
678,0.502279,29.381225,29.632743,28.275811,0.26107,4.570978,0.924528,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
18,0.77169,4.787307,32.111111,32.111111,0.72,0.755335,1,1,1
23,0.850583,5.411516,31.869565,31.565217,0.821429,0.9128,0.571429,1,1
0,0,0,0,0,0,0,0,0,1
17,0.707107,4.652426,32,32,0.68,0.729689,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
54,0.980956,8.29186,32.444444,33.833333,0.6,2.047885,0.277778,1,1
0,0,0,0,0,0,0,0,0,1
6,0.790569,2.763953,31.5,33,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
748,0.818307,30.860706,22.628342,37.775401,0.55,2.249051,0.85,1,1
0,0,0,0,0,0,0,0,0,1
4,0,2.256758,23.5,28.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
10,0.892357,3.568248,32.3,30.9,0.666667,0.649677,0.6,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
6,0.790569,2.763953,32,32.5,1,0.477465,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
32,0.74272,6.383076,31.625,31.75,0.666667,0.927623,0.75,1,1
159,0.998244,14.22832,26.654088,36.264151,0.099499,4.177523,0.723404,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
171,0.951846,14.755472,42.210526,36.654971,0.375,2.369447,0.791667,1,1
0,0,0,0,0,0,0,0,0,1
673,0.810238,29.272687,21.650817,26.893016,0.333829,5.488101,0.642857,1,1
0,0,0,0,0,0,0,0,0,1
14,0.67082,4.222008,31.5,32.5,0.875,0.666489,1,1,1
16,0.740971,4.513517,31,32.125,0.64,0.775295,1,1,1
113,0.983436,11.994835,26.035398,30.39823,0.278325,3.243905,0.482759,1,1
0,0,0,0,0,0,0,0,0,1
35,0.42132,6.675581,31.028571,32.171429,0.714286,0.848112,1,1,1
45,0.91895,7.569398,52.2,46.177778,0.5,1.208536,0.9,1,1
9,0.694588,3.385138,31.666667,32.111111,0.75,0.600731,0.75,1,1
44,0.911877,7.484821,28.931818,27.772727,0.488889,1.259054,0.9,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1363,0.813742,41.658439,28.246515,31.693324,0.441529,3.966576,0.777778,1,1
314,0.846794,19.99493,27.624204,38.719745,0.419786,2.346307,0.647059,1,1
67,0.666538,9.236182,53.641791,26.208955,0.609091,1.48116,0.909091,1,1
440,0.961112,23.669081,26.434091,39.134091,0.349206,2.146932,0.972222,1,1
42,0.959855,7.312733,29.642857,29.404762,0.388889,1.403137,0.75,1,1
4,0,2.256758,32.5,32.5,1,0.31831,1,1,1
0,0,0,0,0,0,0,0,0,1
502,0.917097,25.281738,33.093625,22.207171,0.368305,3.048482,0.617021,1,1
41,0.950158,7.225152,30.853659,32.829268,0.341667,1.131248,0.833333,1,1
0,0,0,0,0,0,0,0,0,1
105,0.843728,11.562446,32.171429,31.92381,0.729167,1.150997,0.5625,1,1
322,0.663785,20.24804,24.285714,37.406832,0.482759,3.586196,0.793103,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
35,0.766489,6.675581,32.171429,31.914286,0.648148,0.993102,0.666667,1,1
2,1,1.595769,32.5,32,1,0,0.5,1,1
90,0.977456,10.704745,31.411111,32.466667,0.681818,1.979345,0.272727,1,1
113,0.952177,11.994835,34.761062,30.300885,0.45749,1.602215,0.684211,1,1
0,0,0,0,0,0,0,0,0,1
706,0.770144,29.98178,29.195467,12.871105,0.377137,3.467846,0.692308,1,1
10,0.791741,3.568248,31.7,31.2,0.833333,0.536007,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
19,0.758469,4.918491,32.473684,31.157895,0.791667,0.781156,0.666667,1,1
0,0,0,0,0,0,0,0,0,1
164,0.759642,14.450304,46.347561,27.77439,0.331984,2.540314,0.730769,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
87,0.81521,10.52482,37.275862,31.988506,0.74359,1.266674,0.692308,1,1
81,0.95354,10.155413,34.061728,32.049383,0.609023,1.646248,0.368421,1,1
96,0.852649,11.055813,30.979167,29.635417,0.75,1.130826,0.5,1,1
40,0.947055,7.136496,35.1,30.55,0.555556,1.421217,0.5,1,1
27,0.97982,5.86323,34.740741,31.074074,0.45,1.568779,0.416667,1,1
131,0.974686,12.91489,33.450382,27.030534,0.346561,2.567488,0.518519,1,1
0,0,0,0,0,0,0,0,0,1
11,0.708444,3.74241,32.090909,32.636364,0.916667,0.641159,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
501,0.857671,25.256544,31.976048,23.371257,0.310794,2.914916,0.596154,1,1
2008,0.465342,50.563475,26.734562,32.509462,0.522917,3.855455,0.9375,1,1
4,0,2.256758,31.5,32.5,1,0.31831,1,1,1
38,0.96616,6.955796,28.763158,30.657895,0.351852,1.795124,0.75,1,1
19,0.931901,4.918491,33.578947,30.315789,0.452381,1.104968,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
30,0.989321,6.180387,35.566667,32.433333,0.288462,1.914296,0.615385,1,1
0,0,0,0,0,0,0,0,0,1
100,0.705521,11.283792,32.45,32.68,0.649351,1.033711,0.785714,1,1
19,0.959625,4.918491,29.368421,33,0.395833,0.513352,0.75,1,1
125,0.98521,12.615663,29.056,38.064,0.308642,2.719207,0.555556,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
17,0.625943,4.652426,32.411765,31.882353,0.85,0.701603,0.8,1,1
0,0,0,0,0,0,0,0,0,1
51,0.857528,8.058239,31.607843,30.764706,0.566667,1.26924,0.9,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
627,0.595733,28.254578,25.950558,34.827751,0.387037,2.771815,0.8,1,1
0,0,0,0,0,0,0,0,0,1
1819,0.668575,48.125074,35.582738,30.88895,0.496995,4.459147,0.983607,1,1
2,1,1.595769,30.5,33,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
274,0.889198,18.677999,25.160584,30.959854,0.458194,1.691934,0.884615,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
19,0.958841,4.918491,33.315789,31.368421,0.59375,1.076969,0.5,1,1
433,0.973862,23.480049,32.039261,26.371824,0.520433,2.556423,0.307692,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
11,0.747471,3.74241,34.818182,33.454545,0.6875,0.674635,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
3,0.816497,1.95441,31.666667,31.333333,0.75,0.309208,1,1,1
9,0.694588,3.385138,31.666667,30.111111,0.75,0.600731,0.75,1,1
0,0,0,0,0,0,0,0,0,1
232,0.983096,17.186959,37.12931,30.094828,0.360248,3.327351,0.304348,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
29,0.957402,6.076508,34.551724,32.655172,0.483333,1.417463,0.6,1,1
68,0.958705,9.304853,37.676471,36.294118,0.325359,2.570823,0.578947,1,1
7,0.832993,2.985411,31.714286,32.571429,0.583333,0.666489,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
28,0.658203,5.970821,33.25,31.464286,0.666667,0.971145,0.857143,1,1
0,0,0,0,0,0,0,0,0,1
29,0.971608,6.076508,29.068966,34.310345,0.3625,1.132324,0.8,1,1
8,0.57735,3.191538,31.5,32,0.666667,0.583178,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
2,1,1.595769,32,31.5,1,0,0.5,1,1
0,0,0,0,0,0,0,0,0,1
575,0.231299,27.057582,25.384348,41.765217,0.431682,2.282823,0.972973,1,1
0,0,0,0,0,0,0,0,0,1
2210,0.42858,53.045824,28.442081,30.275113,0.556956,4.026477,0.96875,-1,1
0,0,0,0,0,0,0,0,0,1
152,0.709522,13.911593,32.993421,33.256579,0.649573,1.928867,0.722222,1,1
123,0.619226,12.51433,26.528455,32.081301,0.798701,0.953242,0.785714,1,1
9,0.694588,3.385138,32.111111,31.666667,0.75,0.600731,0.75,1,1
579,0.81576,27.151532,21.675302,23.656304,0.453762,4.970267,0.659091,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
6,0.790569,2.763953,32,31.5,1,0.477465,0.666667,1,1
37,0.769022,6.863663,31.702703,32.540541,0.770833,0.902552,0.75,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1154,0.817466,38.33169,29.461005,40.246967,0.469678,4.669024,0.619048,0,1
19,0.987649,4.918491,35.736842,34.578947,0.316667,1.545114,0.6,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
634,0.910069,28.411861,32.876972,28.197161,0.192471,6.315285,0.885246,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
241,0.560128,17.517155,39.253112,37.697095,0.297531,3.431815,0.9,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
1169,0.892683,38.580008,37.043627,30.180496,0.314925,5.089094,0.90625,1,1
1810,0.831791,48.00587,33.172376,33.466851,0.502778,1.602131,1,1,1
161,0.906363,14.317527,40.118012,27.639752,0.522727,1.771673,0.636364,1,1
32,0.645087,6.383076,32.46875,33.84375,0.571429,1.129687,0.875,1,1
12,0,3.90882,31.5,32.5,0.75,0.618415,1,1,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1
